BuildingType,Neighborhood,CouncilDistrictCode,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Total Consumption (kbtu),Total EUI (kbtu/sf),Energy Use,Landmark,Wind Speed (kts),Daytime Temperature (C),Nighttime Temperature (C),Climate Type,Earthquake Risk,Flood Risk,Water Bodies,Commercial,Industrial,Public Utilities,Energy Efficiency Class
Multifamily MR (5-9),NORTHWEST,6.0,47.69034,-122.35842,2016,5,99043,3287500.950127,33.192663288945205,Mixed,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,0
Multifamily LR (1-4),CENTRAL,3.0,47.60594,-122.31477,2016,4,24556,722541.4566496,29.424232637628275,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),LAKE UNION,7.0,47.62304,-122.34078,2016,8,245889,6722330.417465,27.33888224957196,Mixed,Terrain,3.0,14.0,11.0,0,Moderate,No Flood,0.0,273.0,58.0,47.0,3
Multifamily MR (5-9),CENTRAL,3.0,47.61272,-122.30288,2016,6,74310,2484752.8983098,33.43766516363612,Mixed,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,0
Multifamily MR (5-9),BALLARD,6.0,47.66969,-122.38853,2016,7,96495,4337902.7346608,44.95468920317944,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.66348,-122.31611,2016,6,31988,714028.1633576,22.321750761460542,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.61833,-122.30916,2016,4,30106,680971.3355368,22.61912361445559,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),DOWNTOWN,2.0,47.60024,-122.33508,2016,7,37581,1065920.766841,28.363289078018145,Electricity,Coastal,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.56373,-122.38575,2016,4,69511,1748083.8716246,25.148305615292543,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66976,-122.38153,2016,6,88028,3434774.0347742,39.01910795172218,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.67744,-122.31988,2016,6,273568,5374700.6264022,19.64667149082568,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,3
Multifamily LR (1-4),NORTHEAST,4.0,47.65973,-122.32043,2016,4,25688,727983.1750650001,28.339425999104645,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.61269,-122.30098,2016,5,44192,1533313.0145928,34.69661962782404,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.64626,-122.3603,2016,3,139061,5012205.6606694,36.04321600354809,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),CENTRAL,3.0,47.59944,-122.30495,2016,7,50726,1588478.1640392,31.314871348799432,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.6642,-122.31776,2016,6,44294,1267763.0989084,28.621553684661578,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily HR (10+),EAST,3.0,47.61181,-122.32319,2016,24,224326,8317958.107868,37.07977723432861,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,3
Multifamily LR (1-4),LAKE UNION,4.0,47.6531,-122.34317,2016,5,344786,8162276.147523,23.6734558465918,Mixed,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,3
Multifamily MR (5-9),SOUTHWEST,1.0,47.56127,-122.38861,2017,5,27424,773548.1198078,28.206976364053386,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66974,-122.38513,2016,6,122827,3944203.9671018,32.111864387323635,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,0
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63411,-122.34261,2016,6,60500,1904870.4502932,31.48546198831736,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62422,-122.35709,2016,3,41008,1712731.3004032,41.76578473476395,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.60649,-122.33995,2016,17,161011,8495295.68626,52.76220684462552,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.61894,-122.35447,2016,6,67615,2342367.8806918,34.64272544097907,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),NORTH,5.0,47.71787,-122.29446,2016,7,141698,4005815.8215676,28.27009429609169,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily HR (10+),DOWNTOWN,7.0,47.6107,-122.34136,2017,12,208664,10034929.5061688,48.09133106893762,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily MR (5-9),BALLARD,6.0,47.66998,-122.38249,2016,6,110405,3770951.5291994,34.15562274534124,Mixed,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,0
Multifamily MR (5-9),EAST,3.0,47.61361,-122.31851,2016,6,113894,3839690.3712574,33.71284151278733,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),LAKE UNION,7.0,47.62069,-122.34138,2016,7,144267,3295835.5315858,22.845387590965363,Mixed,Terrain,3.0,14.0,11.0,0,Moderate,No Flood,0.0,273.0,58.0,47.0,0
Multifamily MR (5-9),DOWNTOWN,2.0,47.59941,-122.32857,2017,7,101367,4000169.9691432,39.46225072403445,Electricity,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,0
Multifamily MR (5-9),DELRIDGE NEIGHBORHOODS,1.0,47.56379,-122.37456,2014,6,99625,2588488.697725,25.982320679799244,Electricity,Green,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,0
Multifamily MR (5-9),LAKE UNION,7.0,47.62296,-122.34341,2016,7,263015,8261853.186696399,31.412098879137687,Mixed,Terrain,3.0,14.0,11.0,0,Moderate,No Flood,0.0,273.0,58.0,47.0,3
Multifamily HR (10+),DOWNTOWN,7.0,47.61672,-122.34337,2015,41,995234,39381962.8254038,39.570556095756174,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,2
Multifamily MR (5-9),EAST,3.0,47.6046,-122.31715,2016,7,61179,1399924.825631,22.882440471910297,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.6042,-122.31831,2017,8,71685,1840110.810476,25.66939820710051,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),CENTRAL,3.0,47.61469,-122.31171,2015,6,20838,1053441.0379962,50.55384576236683,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66601,-122.37725,2015,6,57575,1798679.7351656,31.240638040218844,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61171,-122.34231,2016,39,412344,16486038.0880502,39.981273131293776,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,2
Multifamily MR (5-9),NORTHEAST,4.0,47.66503,-122.3128,2018,7,114062,4898432.2991038,42.94534813613473,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily MR (5-9),EAST,3.0,47.61395,-122.32413,2016,7,43021,1368369.6208686,31.80701566371307,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),LAKE UNION,4.0,47.64159,-122.32488,2016,5,38701,1166038.1088618,30.129405153918505,Mixed,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily HR (10+),DOWNTOWN,3.0,47.61711,-122.33151,1970,40,512983,18084048.5820826,35.252724909173594,Mixed,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,2
Multifamily MR (5-9),NORTH,5.0,47.72943,-122.29155,1970,5,73526,2819671.1140206,38.34930655850447,Mixed,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.6566,-122.31783,1970,7,211754,3951683.0783584,18.661669098852443,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,3
Multifamily MR (5-9),EAST,3.0,47.60672,-122.32035,2017,6,138434,6665228.0619326,48.14733419486976,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.52142,-122.35916,2017,4,37434,1299207.035616,34.706604573809905,Electricity,Terrain,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.64804,-122.35667,2016,5,82484,2578525.5179394,31.2609174862931,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.66461,-122.31717,2016,6,50393,1113739.5779912,22.10107709386621,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),DOWNTOWN,7.0,47.60946,-122.34286,2016,4,44971,4141067.8272258,92.08307191803162,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),CENTRAL,3.0,47.61967,-122.30183,2017,5,33889,1203853.1837494,35.52342009942459,Natural Gas,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),LAKE UNION,4.0,47.64778,-122.33553,2016,5,128210,2780250.6438828,21.685130987308323,Mixed,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,0
Multifamily MR (5-9),DOWNTOWN,7.0,47.6186,-122.3548,2016,6,32489,1213027.1003248,37.33654776462187,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.67864,-122.32397,2015,4,41857,1040505.3623798,24.8585747277588,Mixed,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63211,-122.34151,2016,6,308662,9697608.7700902,31.41821400136784,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,3
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62041,-122.35566,2017,6,33114,872240.1188991999,26.340524216319377,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62369,-122.33622,2017,7,41600,1331347.6336294,32.00354888532212,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.6782,-122.31719,2016,5,73449,2040131.4423158,27.7761636280385,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.67295,-122.3177,2017,4,39272,1805922.9908904,45.98500180511306,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),CENTRAL,3.0,47.61758,-122.3041,2016,6,82544,2800599.8510652,33.928569624263424,Mixed,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,0
Multifamily MR (5-9),EAST,3.0,47.60052,-122.3196,2015,7,126667,3353022.8346384,26.471163244084096,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),CENTRAL,3.0,47.61792,-122.305,2017,6,115174,3670527.6154662,31.869411633408586,Mixed,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.65026,-122.3219,2016,5,34618,977439.369748,28.23500403685944,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),GREATER DUWAMISH,2.0,47.56382,-122.31386,2016,4,37682,672758.3107056,17.853572281343876,Electricity,Green,5.0,13.0,10.0,2,High,No Flood,0.0,190.0,570.0,452.0,1
Multifamily MR (5-9),EAST,3.0,47.61891,-122.32128,2017,6,35990,1393325.9125291998,38.71425152901361,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.56204,-122.38813,2017,6,23090,1022577.1762298,44.28658190687744,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66216,-122.30837,2016,4,17153,484869.4630648,28.26732717686702,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),BALLARD,6.0,47.69591,-122.37353,2015,4,114259,3807129.6607298,33.32017312185299,Mixed,Terrain,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.66827,-122.31276,2017,7,36356,1254453.0906984,34.50470598246232,Electricity,Green,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62192,-122.35765,2017,6,74717,2141024.0124906,28.655112122951937,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.65797,-122.31409,2017,7,54502,1407447.9630586,25.8237856052732,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),EAST,3.0,47.60567,-122.32733,2018,5,43459,2489557.9422518,57.28521001983019,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62257,-122.32403,2017,7,32667,1080631.8832788,33.08023030210304,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily HR (10+),DOWNTOWN,3.0,47.61698,-122.33195,2017,37,424994,16094915.0938414,37.87092310442359,Mixed,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,2
Multifamily MR (5-9),LAKE UNION,3.0,47.62213,-122.33282,2017,7,122543,3721334.5665402,30.36758171858205,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,0
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62004,-122.35911,2018,7,59811,1858268.9780108,31.06901703718045,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61543,-122.34651,2018,12,141619,4745103.3959466,33.506121325151284,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily HR (10+),DOWNTOWN,7.0,47.61789,-122.33943,2016,40,487234,22334615.439188,45.83960774327736,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,2
Multifamily LR (1-4),NORTH,5.0,47.72066,-122.31229,2016,4,38797,789753.8218864,20.35605386721653,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),GREATER DUWAMISH,2.0,47.5777,-122.31019,2017,4,39005,1183785.6093904,30.349586191267782,Mixed,Terrain,5.0,13.0,10.0,2,High,No Flood,0.0,190.0,570.0,452.0,1
Multifamily MR (5-9),EAST,3.0,47.61445,-122.31334,2017,6,51734,2501052.2598280003,48.34445934642596,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61438,-122.32228,2018,7,38724,1593135.6240888,41.14078153312674,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),SOUTHEAST,2.0,47.57161,-122.29346,2018,6,52061,2648996.2166558,50.88254579542844,Mixed,Terrain,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily MR (5-9),NORTHWEST,5.0,47.72655,-122.34735,2018,7,167777,5122879.5026252,30.533860437516463,Mixed,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,0
Multifamily MR (5-9),CENTRAL,3.0,47.6133,-122.30316,2018,6,132078,3885900.400452,29.42125411084359,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.67566,-122.31347,2018,4,27889,932085.4025706,33.42125578438094,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62149,-122.33119,2018,7,375032,8552729.168729,22.805331728303184,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,2
Multifamily MR (5-9),EAST,3.0,47.60247,-122.321,2018,7,187248,3727226.0167652,19.905291467813807,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,3
Multifamily MR (5-9),EAST,3.0,47.60235,-122.3204,2019,7,226427,4532635.3996186,20.01808706390404,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,3
Multifamily MR (5-9),EAST,3.0,47.61619,-122.31784,2018,6,53709,2568307.9720536,47.818949748712505,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62297,-122.35973,2019,7,86923,2577424.9257848,29.65181742214144,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily HR (10+),EAST,3.0,47.61141,-122.32135,2018,16,448484,8896947.161135599,19.837825120039064,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,2
Multifamily LR (1-4),EAST,3.0,47.61777,-122.31326,2018,4,24452,769345.8833364,31.46351559530509,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.67519,-122.31838,2018,7,45472,1690881.4072918,37.18511187745866,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.56242,-122.38469,2019,3,45130,2200350.2200344,48.755821405592734,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.57851,-122.29439,2018,4,32110,757297.5309872,23.584476206390534,Electricity,Terrain,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.67852,-122.35507,2019,4,26023,777506.4397382,29.87766359521193,Mixed,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62327,-122.33245,2017,7,25000,554449.1250088,22.177965000352,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.61889,-122.30506,2018,4,31600,1136189.6725532,35.95536938459494,Mixed,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),BALLARD,6.0,47.6748,-122.3766,2019,4,33045,915981.418536,27.71921375506128,Mixed,Terrain,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),EAST,3.0,47.60338,-122.31995,2019,7,52724,1456705.2268996,27.62888299255747,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.66185,-122.29314,2018,5,52548,1578319.748216,30.03577202207505,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.55906,-122.38186,2018,4,28910,1055399.6376842,36.50638663729505,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),CENTRAL,3.0,47.62458,-122.30771,2019,5,27548,1965433.3386672,71.34577242148976,Mixed,Coastal,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily HR (10+),EAST,3.0,47.60984,-122.32439,2018,17,175870,6816874.133714801,38.76086958386763,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),DOWNTOWN,2.0,47.60151,-122.32661,2018,7,133638,3751591.2343546,28.072787937222945,Electricity,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,0
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62127,-122.35765,2018,7,129710,4208644.8707494,32.44657212820446,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),SOUTHWEST,1.0,47.56269,-122.38578,2018,7,43828,1175013.5229362,26.809654169394,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),BALLARD,6.0,47.68004,-122.3764,2018,5,66570,1325214.3788912,19.907080950746582,Electricity,Terrain,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.69052,-122.3066,2019,6,83100,2420214.976172,29.12412727042118,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily MR (5-9),NORTH,5.0,47.7213,-122.29686,2018,6,63985,1291969.8832824,20.191761870475894,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),EAST,3.0,47.62657,-122.3177,2018,4,21583,713702.4866932,33.0678073804939,Mixed,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67988,-122.31788,2019,4,31016,958163.7683204,30.89256410628063,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.64864,-122.37695,2018,6,29482,1101055.330949,37.34669733902042,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.72482,-122.35672,2019,3,58592,2068170.0303316,35.29782274596532,Mixed,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.67596,-122.31462,2019,6,26255,983348.3597356,37.45375584595696,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHWEST,6.0,47.69846,-122.34587,2019,6,56404,2674268.7371714,47.41274975482944,Mixed,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66235,-122.30622,2019,4,20178,511995.2592216,25.373934940113,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67916,-122.31763,2018,3,31165,1026149.7168604,32.92635061320071,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.61273,-122.29656,2019,4,47971,1608906.3279298,33.53914506534781,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.67709,-122.3188,2019,7,54721,2246881.2732676,41.060676399692994,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.56097,-122.29287,2019,4,71273,1945704.07692,27.29931498491715,Electricity,Terrain,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,0
Multifamily LR (1-4),NORTH,5.0,47.70712,-122.32171,2019,4,63269,1717951.8770512,27.15313782502016,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),EAST,3.0,47.61946,-122.3191,2018,4,24600,463945.6507646,18.859579299373983,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.67675,-122.31847,2019,7,35371,1018993.7114244,28.808733465957992,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67603,-122.29245,2018,3,60557,1560875.8783397998,25.775317111808707,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
